	Trial	RiskType	RewardType	ResponseType	Reward	Shock	SubjID
91	92	1	3	1	0.85	0	15
92	93	1	1	0	0.29	0	15
93	94	1	3	1	0.77	1	15
94	95	3	1	0	0.17	1	15
95	96	2	3	0	0.78	1	15
96	97	2	2	0	0.43	1	15
97	98	3	3	0	0.65	1	15
98	99	3	3	0	0.73	0	15
99	100	2	1	0	0.3	0	15
100	101	1	3	1	0.9	0	15
101	102	3	1	0	0.26	1	15
102	103	1	2	0	0.48	0	15
103	104	2	1	0	0.08	0	15
104	105	3	3	0	0.9	1	15
105	106	2	2	0	0.6	1	15
106	107	2	2	0	0.35	0	15
107	108	3	2	0	0.6	1	15
0	1	1	2	1.0	0.53	0	16
1	2	2	1	1.0	0.13	0	16
2	3	2	3	1.0	0.91	1	16
3	4	3	1	1.0	0.15	1	16
4	5	1	2	1.0	0.61	0	16
5	6	3	1	1.0	0.31	1	16
6	7	3	3	1.0	0.79	1	16
7	8	1	1	1.0	0.1	0	16
8	9	3	2	1.0	0.58	1	16
9	10	3	2	1.0	0.36	1	16
10	11	1	3	1.0	0.82	0	16
11	12	3	1	1.0	0.22	1	16
12	13	3	3	1.0	0.87	0	16
13	14	1	2	1.0	0.45	0	16
14	15	2	3	1.0	0.7	0	16
15	16	1	1	1.0	0.27	0	16
16	17	2	2	1.0	0.4	0	16
17	18	1	1	1.0	0.18	0	16
18	19	1	3	1.0	0.74	0	16
19	20	3	2	1.0	0.52	1	16
20	21	1	1	1.0	0.34	0	16
21	22	3	3	1.0	0.7	1	16
22	23	2	2	1.0	0.65	0	16
23	24	2	2	1.0	0.49	1	16
24	25	2	2	1.0	0.57	0	16
25	26	2	1	1.0	0.22	1	16
26	27	1	2	1.0	0.4	1	16
27	28	2	1	1.0	0.27	1	16
28	29	1	3	1.0	0.88	0	16
29	30	3	1	1.0	0.09	1	16
30	31	3	2	1.0	0.44	1	16
31	32	3	3	1.0	0.95	1	16
32	33	2	3	1.0	0.75	1	16
33	34	2	1	1.0	0.06	1	16
34	35	2	3	1.0	0.83	0	16
35	36	1	3	1.0	0.66	0	16
36	37	3	3	1.0	0.84	1	16
37	38	1	3	1.0	0.93	0	16
38	39	3	1	1.0	0.2	1	16
39	40	3	2	1.0	0.41	1	16
40	41	1	2	1.0	0.59	0	16
41	42	1	3	1.0	0.85	0	16
42	43	3	3	1.0	0.92	1	16
43	44	2	3	1.0	0.8	0	16
44	45	1	2	1.0	0.37	0	16
45	46	1	3	1.0	0.8	1	16
46	47	2	2	1.0	0.62	0	16
47	48	2	1	1.0	0.11	1	16
48	49	3	2	1.0	0.5	1	16
49	50	3	2	1.0	0.63	1	16
50	51	2	3	1.0	0.89	0	16
51	52	1	3	1.0	0.71	0	16
52	53	2	1	1.0	0.19	1	16
53	54	2	2	1.0	0.46	0	16
54	55	3	1	1.0	0.07	0	16
55	56	3	2	1.0	0.55	1	16
56	57	2	3	1.0	0.67	1	16
57	58	2	1	1.0	0.25	0	16
58	59	3	1	1.0	0.28	1	16
59	60	1	1	1.0	0.32	0	16
60	61	3	3	1.0	0.68	1	16
61	62	1	1	1.0	0.07	0	16
62	63	2	2	1.0	0.54	1	16
63	64	2	3	1.0	0.75	1	16
64	65	1	1	1.0	0.23	0	16
65	66	1	2	1.0	0.5	0	16
66	67	3	1	1.0	0.14	1	16
67	68	2	1	1.0	0.32	0	16
68	69	1	2	1.0	0.45	0	16
69	70	2	2	1.0	0.38	1	16
70	71	3	3	1.0	0.76	1	16
71	72	1	1	1.0	0.16	0	16
72	73	3	2	1.0	0.39	1	16
73	74	2	1	1.0	0.24	1	16
74	75	2	3	1.0	0.86	0	16
75	76	1	2	1.0	0.56	0	16
76	77	3	3	1.0	0.81	1	16
77	78	2	3	1.0	0.94	0	16
78	79	2	2	1.0	0.51	1	16
79	80	3	1	1.0	0.33	1	16
80	81	1	2	1.0	0.42	0	16
81	82	1	3	1.0	0.69	0	16
82	83	2	3	1.0	0.72	0	16
83	84	1	1	1.0	0.12	0	16
84	85	3	2	1.0	0.55	1	16
85	86	1	1	1.0	0.21	0	16
86	87	3	2	1.0	0.47	1	16
87	88	3	1	1.0	0.12	1	16
88	89	2	1	1.0	0.17	1	16
89	90	1	2	1.0	0.64	0	16
90	91	1	1	1.0	0.05	0	16
91	92	1	3	1.0	0.85	0	16
92	93	1	1	1.0	0.29	0	16
93	94	1	3	1.0	0.77	1	16
94	95	3	1	1.0	0.17	1	16
95	96	2	3	1.0	0.78	1	16
96	97	2	2	1.0	0.43	1	16
97	98	3	3	1.0	0.65	1	16
98	99	3	3	1.0	0.73	0	16
99	100	2	1	1.0	0.3	0	16
100	101	1	3	1.0	0.9	0	16
101	102	3	1	1.0	0.26	1	16
102	103	1	2	1.0	0.48	0	16
103	104	2	1	1.0	0.08	0	16
104	105	3	3	1.0	0.9	1	16
105	106	2	2	1.0	0.6	1	16
107	108	3	2	1.0	0.6	1	16
0	1	1	2	0.0	0.53	0	17
1	2	2	1	0.0	0.13	0	17
2	3	2	3	1.0	0.91	1	17
3	4	3	1	0.0	0.15	1	17
4	5	1	2	1.0	0.61	0	17
5	6	3	1	0.0	0.31	1	17
6	7	3	3	0.0	0.79	1	17
7	8	1	1	1.0	0.1	0	17
8	9	3	2	0.0	0.58	1	17
9	10	3	2	0.0	0.36	1	17
10	11	1	3	1.0	0.82	0	17
11	12	3	1	0.0	0.22	1	17
12	13	3	3	0.0	0.87	0	17
13	14	1	2	1.0	0.45	0	17
14	15	2	3	0.0	0.7	0	17
15	16	1	1	1.0	0.27	0	17
16	17	2	2	1.0	0.4	0	17
17	18	1	1	1.0	0.18	0	17
18	19	1	3	1.0	0.74	0	17
19	20	3	2	0.0	0.52	1	17
20	21	1	1	1.0	0.34	0	17
21	22	3	3	0.0	0.7	1	17
22	23	2	2	0.0	0.65	0	17
23	24	2	2	1.0	0.49	1	17
24	25	2	2	0.0	0.57	0	17
25	26	2	1	1.0	0.22	1	17
26	27	1	2	1.0	0.4	1	17
27	28	2	1	0.0	0.27	1	17
28	29	1	3	1.0	0.88	0	17
29	30	3	1	0.0	0.09	1	17
30	31	3	2	0.0	0.44	1	17
31	32	3	3	0.0	0.95	1	17
32	33	2	3	1.0	0.75	1	17
33	34	2	1	0.0	0.06	1	17
34	35	2	3	1.0	0.83	0	17
35	36	1	3	1.0	0.66	0	17
36	37	3	3	0.0	0.84	1	17
38	39	3	1	0.0	0.2	1	17
39	40	3	2	0.0	0.41	1	17
40	41	1	2	0.0	0.59	0	17
41	42	1	3	1.0	0.85	0	17
42	43	3	3	0.0	0.92	1	17
43	44	2	3	1.0	0.8	0	17
44	45	1	2	1.0	0.37	0	17
45	46	1	3	1.0	0.8	1	17
46	47	2	2	1.0	0.62	0	17
47	48	2	1	1.0	0.11	1	17
48	49	3	2	1.0	0.5	1	17
49	50	3	2	1.0	0.63	1	17
50	51	2	3	1.0	0.89	0	17
51	52	1	3	1.0	0.71	0	17
52	53	2	1	0.0	0.19	1	17
53	54	2	2	0.0	0.46	0	17
54	55	3	1	0.0	0.07	0	17
55	56	3	2	0.0	0.55	1	17
56	57	2	3	1.0	0.67	1	17
57	58	2	1	1.0	0.25	0	17
58	59	3	1	0.0	0.28	1	17
59	60	1	1	1.0	0.32	0	17
60	61	3	3	1.0	0.68	1	17
61	62	1	1	1.0	0.07	0	17
62	63	2	2	1.0	0.54	1	17
63	64	2	3	1.0	0.75	1	17
64	65	1	1	1.0	0.23	0	17
65	66	1	2	1.0	0.5	0	17
66	67	3	1	1.0	0.14	1	17
67	68	2	1	1.0	0.32	0	17
69	70	2	2	1.0	0.38	1	17
70	71	3	3	1.0	0.76	1	17
71	72	1	1	1.0	0.16	0	17
72	73	3	2	1.0	0.39	1	17
73	74	2	1	1.0	0.24	1	17
74	75	2	3	1.0	0.86	0	17
75	76	1	2	1.0	0.56	0	17
76	77	3	3	1.0	0.81	1	17
77	78	2	3	1.0	0.94	0	17
78	79	2	2	1.0	0.51	1	17
79	80	3	1	1.0	0.33	1	17
80	81	1	2	1.0	0.42	0	17
81	82	1	3	1.0	0.69	0	17
82	83	2	3	1.0	0.72	0	17
83	84	1	1	0.0	0.12	0	17
84	85	3	2	1.0	0.55	1	17
85	86	1	1	1.0	0.21	0	17
87	88	3	1	0.0	0.12	1	17
88	89	2	1	1.0	0.17	1	17
89	90	1	2	1.0	0.64	0	17
90	91	1	1	1.0	0.05	0	17
91	92	1	3	1.0	0.85	0	17
92	93	1	1	1.0	0.29	0	17
93	94	1	3	1.0	0.77	1	17
94	95	3	1	1.0	0.17	1	17
95	96	2	3	1.0	0.78	1	17
96	97	2	2	1.0	0.43	1	17
97	98	3	3	1.0	0.65	1	17
98	99	3	3	1.0	0.73	0	17
99	100	2	1	1.0	0.3	0	17
101	102	3	1	0.0	0.26	1	17
102	103	1	2	1.0	0.48	0	17
103	104	2	1	0.0	0.08	0	17
104	105	3	3	0.0	0.9	1	17
105	106	2	2	0.0	0.6	1	17
106	107	2	2	0.0	0.35	0	17
107	108	3	2	1.0	0.6	1	17
0	1	1	2	1.0	0.53	0	18
1	2	2	1	1.0	0.13	0	18
2	3	2	3	1.0	0.91	1	18
3	4	3	1	1.0	0.15	1	18
4	5	1	2	1.0	0.61	0	18
5	6	3	1	1.0	0.31	1	18
6	7	3	3	1.0	0.79	1	18
7	8	1	1	1.0	0.1	0	18
8	9	3	2	1.0	0.58	1	18
9	10	3	2	1.0	0.36	1	18
10	11	1	3	1.0	0.82	0	18
11	12	3	1	1.0	0.22	1	18
12	13	3	3	1.0	0.87	0	18
13	14	1	2	1.0	0.45	0	18
14	15	2	3	1.0	0.7	0	18
15	16	1	1	1.0	0.27	0	18
16	17	2	2	1.0	0.4	0	18
17	18	1	1	1.0	0.18	0	18
18	19	1	3	1.0	0.74	0	18
19	20	3	2	1.0	0.52	1	18
20	21	1	1	1.0	0.34	0	18
21	22	3	3	1.0	0.7	1	18
22	23	2	2	1.0	0.65	0	18
23	24	2	2	1.0	0.49	1	18
24	25	2	2	1.0	0.57	0	18
25	26	2	1	1.0	0.22	1	18
26	27	1	2	1.0	0.4	1	18
27	28	2	1	1.0	0.27	1	18
28	29	1	3	1.0	0.88	0	18
29	30	3	1	0.0	0.09	1	18
30	31	3	2	1.0	0.44	1	18
31	32	3	3	1.0	0.95	1	18
32	33	2	3	1.0	0.75	1	18
33	34	2	1	1.0	0.06	1	18
34	35	2	3	1.0	0.83	0	18
35	36	1	3	1.0	0.66	0	18
36	37	3	3	1.0	0.84	1	18
37	38	1	3	1.0	0.93	0	18
39	40	3	2	1.0	0.41	1	18
40	41	1	2	1.0	0.59	0	18
41	42	1	3	1.0	0.85	0	18
42	43	3	3	1.0	0.92	1	18
43	44	2	3	1.0	0.8	0	18
44	45	1	2	1.0	0.37	0	18
45	46	1	3	1.0	0.8	1	18
46	47	2	2	1.0	0.62	0	18
47	48	2	1	1.0	0.11	1	18
48	49	3	2	1.0	0.5	1	18
51	52	1	3	1.0	0.71	0	18
52	53	2	1	1.0	0.19	1	18
53	54	2	2	1.0	0.46	0	18
54	55	3	1	1.0	0.07	0	18
55	56	3	2	1.0	0.55	1	18
56	57	2	3	1.0	0.67	1	18
57	58	2	1	1.0	0.25	0	18
58	59	3	1	1.0	0.28	1	18
59	60	1	1	1.0	0.32	0	18
60	61	3	3	1.0	0.68	1	18
63	64	2	3	1.0	0.75	1	18
64	65	1	1	1.0	0.23	0	18
65	66	1	2	1.0	0.5	0	18
66	67	3	1	1.0	0.14	1	18
67	68	2	1	1.0	0.32	0	18
69	70	2	2	1.0	0.38	1	18
71	72	1	1	1.0	0.16	0	18
72	73	3	2	1.0	0.39	1	18
74	75	2	3	1.0	0.86	0	18
75	76	1	2	1.0	0.56	0	18
76	77	3	3	1.0	0.81	1	18
77	78	2	3	1.0	0.94	0	18
85	86	1	1	1.0	0.21	0	18
86	87	3	2	1.0	0.47	1	18
87	88	3	1	0.0	0.12	1	18
90	91	1	1	1.0	0.05	0	18
94	95	3	1	1.0	0.17	1	18
95	96	2	3	1.0	0.78	1	18
96	97	2	2	1.0	0.43	1	18
98	99	3	3	1.0	0.73	0	18
102	103	1	2	1.0	0.48	0	18
103	104	2	1	1.0	0.08	0	18
104	105	3	3	1.0	0.9	1	18
105	106	2	2	1.0	0.6	1	18
106	107	2	2	1.0	0.35	0	18
0	1	1	2	1	0.53	0	19
1	2	2	1	1	0.13	0	19
2	3	2	3	1	0.91	1	19
3	4	3	1	1	0.15	1	19
4	5	1	2	1	0.61	0	19
5	6	3	1	1	0.31	1	19
6	7	3	3	1	0.79	1	19
7	8	1	1	1	0.1	0	19
8	9	3	2	1	0.58	1	19
9	10	3	2	1	0.36	1	19
10	11	1	3	1	0.82	0	19
11	12	3	1	1	0.22	1	19
12	13	3	3	1	0.87	0	19
13	14	1	2	1	0.45	0	19
14	15	2	3	1	0.7	0	19
15	16	1	1	1	0.27	0	19
16	17	2	2	1	0.4	0	19
17	18	1	1	1	0.18	0	19
18	19	1	3	1	0.74	0	19
19	20	3	2	1	0.52	1	19
20	21	1	1	1	0.34	0	19
21	22	3	3	1	0.7	1	19
22	23	2	2	1	0.65	0	19
23	24	2	2	1	0.49	1	19
24	25	2	2	1	0.57	0	19
25	26	2	1	1	0.22	1	19
26	27	1	2	1	0.4	1	19
27	28	2	1	1	0.27	1	19
28	29	1	3	1	0.88	0	19
29	30	3	1	0	0.09	1	19
30	31	3	2	1	0.44	1	19
31	32	3	3	1	0.95	1	19
32	33	2	3	1	0.75	1	19
33	34	2	1	0	0.06	1	19
34	35	2	3	1	0.83	0	19
35	36	1	3	1	0.66	0	19
36	37	3	3	1	0.84	1	19
37	38	1	3	1	0.93	0	19
38	39	3	1	1	0.2	1	19
39	40	3	2	1	0.41	1	19
40	41	1	2	1	0.59	0	19
41	42	1	3	1	0.85	0	19
42	43	3	3	1	0.92	1	19
43	44	2	3	1	0.8	0	19
44	45	1	2	1	0.37	0	19
45	46	1	3	1	0.8	1	19
46	47	2	2	1	0.62	0	19
47	48	2	1	1	0.11	1	19
48	49	3	2	1	0.5	1	19
49	50	3	2	1	0.63	1	19
50	51	2	3	1	0.89	0	19
51	52	1	3	1	0.71	0	19
52	53	2	1	1	0.19	1	19
53	54	2	2	1	0.46	0	19
54	55	3	1	0	0.07	0	19
55	56	3	2	1	0.55	1	19
56	57	2	3	1	0.67	1	19
57	58	2	1	1	0.25	0	19
58	59	3	1	1	0.28	1	19
59	60	1	1	1	0.32	0	19
60	61	3	3	1	0.68	1	19
61	62	1	1	1	0.07	0	19
62	63	2	2	1	0.54	1	19
63	64	2	3	1	0.75	1	19
64	65	1	1	1	0.23	0	19
65	66	1	2	1	0.5	0	19
66	67	3	1	0	0.14	1	19
67	68	2	1	1	0.32	0	19
68	69	1	2	1	0.45	0	19
69	70	2	2	1	0.38	1	19
70	71	3	3	1	0.76	1	19
71	72	1	1	1	0.16	0	19
72	73	3	2	1	0.39	1	19
73	74	2	1	1	0.24	1	19
74	75	2	3	1	0.86	0	19
75	76	1	2	1	0.56	0	19
76	77	3	3	1	0.81	1	19
77	78	2	3	1	0.94	0	19
78	79	2	2	1	0.51	1	19
79	80	3	1	1	0.33	1	19
80	81	1	2	1	0.42	0	19
81	82	1	3	1	0.69	0	19
82	83	2	3	1	0.72	0	19
83	84	1	1	1	0.12	0	19
84	85	3	2	1	0.55	1	19
85	86	1	1	1	0.21	0	19
86	87	3	2	1	0.47	1	19
87	88	3	1	0	0.12	1	19
88	89	2	1	1	0.17	1	19
89	90	1	2	1	0.64	0	19
90	91	1	1	1	0.05	0	19
91	92	1	3	1	0.85	0	19
92	93	1	1	1	0.29	0	19
93	94	1	3	1	0.77	1	19
94	95	3	1	0	0.17	1	19
95	96	2	3	1	0.78	1	19
96	97	2	2	1	0.43	1	19
97	98	3	3	1	0.65	1	19
98	99	3	3	1	0.73	0	19
99	100	2	1	1	0.3	0	19
100	101	1	3	1	0.9	0	19
101	102	3	1	1	0.26	1	19
102	103	1	2	1	0.48	0	19
103	104	2	1	0	0.08	0	19
104	105	3	3	1	0.9	1	19
105	106	2	2	1	0.6	1	19
106	107	2	2	1	0.35	0	19
107	108	3	2	1	0.6	1	19
0	1	1	2	1	0.53	0	20
1	2	2	1	1	0.13	0	20
2	3	2	3	1	0.91	1	20
3	4	3	1	1	0.15	1	20
4	5	1	2	1	0.61	0	20
5	6	3	1	1	0.31	1	20
6	7	3	3	1	0.79	1	20
7	8	1	1	1	0.1	0	20
8	9	3	2	1	0.58	1	20
9	10	3	2	1	0.36	1	20
10	11	1	3	1	0.82	0	20
11	12	3	1	1	0.22	1	20
12	13	3	3	1	0.87	0	20
13	14	1	2	1	0.45	0	20
14	15	2	3	1	0.7	0	20
15	16	1	1	1	0.27	0	20
16	17	2	2	1	0.4	0	20
17	18	1	1	1	0.18	0	20
18	19	1	3	1	0.74	0	20
19	20	3	2	1	0.52	1	20
20	21	1	1	1	0.34	0	20
21	22	3	3	1	0.7	1	20
22	23	2	2	1	0.65	0	20
23	24	2	2	1	0.49	1	20
24	25	2	2	1	0.57	0	20
25	26	2	1	1	0.22	1	20
26	27	1	2	1	0.4	1	20
27	28	2	1	1	0.27	1	20
28	29	1	3	1	0.88	0	20
29	30	3	1	1	0.09	1	20
30	31	3	2	1	0.44	1	20
31	32	3	3	1	0.95	1	20
32	33	2	3	1	0.75	1	20
33	34	2	1	1	0.06	1	20
34	35	2	3	1	0.83	0	20
35	36	1	3	1	0.66	0	20
36	37	3	3	1	0.84	1	20
37	38	1	3	1	0.93	0	20
38	39	3	1	1	0.2	1	20
39	40	3	2	1	0.41	1	20
40	41	1	2	1	0.59	0	20
41	42	1	3	1	0.85	0	20
42	43	3	3	1	0.92	1	20
43	44	2	3	1	0.8	0	20
44	45	1	2	1	0.37	0	20
45	46	1	3	1	0.8	1	20
46	47	2	2	1	0.62	0	20
47	48	2	1	1	0.11	1	20
48	49	3	2	1	0.5	1	20
49	50	3	2	1	0.63	1	20
50	51	2	3	1	0.89	0	20
51	52	1	3	1	0.71	0	20
52	53	2	1	1	0.19	1	20
53	54	2	2	1	0.46	0	20
54	55	3	1	1	0.07	0	20
55	56	3	2	1	0.55	1	20
56	57	2	3	1	0.67	1	20
57	58	2	1	1	0.25	0	20
58	59	3	1	1	0.28	1	20
59	60	1	1	1	0.32	0	20
60	61	3	3	1	0.68	1	20
61	62	1	1	1	0.07	0	20
62	63	2	2	1	0.54	1	20
63	64	2	3	1	0.75	1	20
64	65	1	1	1	0.23	0	20
65	66	1	2	1	0.5	0	20
66	67	3	1	1	0.14	1	20
67	68	2	1	1	0.32	0	20
68	69	1	2	1	0.45	0	20
69	70	2	2	1	0.38	1	20
70	71	3	3	1	0.76	1	20
71	72	1	1	1	0.16	0	20
72	73	3	2	1	0.39	1	20
73	74	2	1	1	0.24	1	20
74	75	2	3	1	0.86	0	20
75	76	1	2	1	0.56	0	20
76	77	3	3	1	0.81	1	20
77	78	2	3	1	0.94	0	20
78	79	2	2	1	0.51	1	20
79	80	3	1	1	0.33	1	20
80	81	1	2	1	0.42	0	20
81	82	1	3	1	0.69	0	20
82	83	2	3	1	0.72	0	20
83	84	1	1	1	0.12	0	20
84	85	3	2	1	0.55	1	20
85	86	1	1	1	0.21	0	20
86	87	3	2	1	0.47	1	20
87	88	3	1	1	0.12	1	20
88	89	2	1	1	0.17	1	20
89	90	1	2	1	0.64	0	20
90	91	1	1	1	0.05	0	20
91	92	1	3	1	0.85	0	20
92	93	1	1	1	0.29	0	20
93	94	1	3	1	0.77	1	20
94	95	3	1	1	0.17	1	20
95	96	2	3	1	0.78	1	20
96	97	2	2	1	0.43	1	20
97	98	3	3	1	0.65	1	20
98	99	3	3	1	0.73	0	20
99	100	2	1	1	0.3	0	20
100	101	1	3	1	0.9	0	20
101	102	3	1	1	0.26	1	20
102	103	1	2	1	0.48	0	20
103	104	2	1	1	0.08	0	20
104	105	3	3	1	0.9	1	20
105	106	2	2	1	0.6	1	20
106	107	2	2	1	0.35	0	20
107	108	3	2	1	0.6	1	20
0	1	1	2	1.0	0.53	0	21
1	2	2	1	0.0	0.13	0	21
2	3	2	3	1.0	0.91	1	21
3	4	3	1	0.0	0.15	1	21
4	5	1	2	1.0	0.61	0	21
5	6	3	1	1.0	0.31	1	21
6	7	3	3	1.0	0.79	1	21
7	8	1	1	1.0	0.1	0	21
8	9	3	2	1.0	0.58	1	21
9	10	3	2	0.0	0.36	1	21
10	11	1	3	1.0	0.82	0	21
11	12	3	1	0.0	0.22	1	21
12	13	3	3	1.0	0.87	0	21
13	14	1	2	1.0	0.45	0	21
14	15	2	3	1.0	0.7	0	21
15	16	1	1	1.0	0.27	0	21
16	17	2	2	1.0	0.4	0	21
17	18	1	1	1.0	0.18	0	21
18	19	1	3	1.0	0.74	0	21
19	20	3	2	1.0	0.52	1	21
20	21	1	1	1.0	0.34	0	21
21	22	3	3	1.0	0.7	1	21
22	23	2	2	1.0	0.65	0	21
23	24	2	2	1.0	0.49	1	21
24	25	2	2	1.0	0.57	0	21
25	26	2	1	1.0	0.22	1	21
26	27	1	2	1.0	0.4	1	21
27	28	2	1	1.0	0.27	1	21
28	29	1	3	1.0	0.88	0	21
29	30	3	1	0.0	0.09	1	21
30	31	3	2	1.0	0.44	1	21
31	32	3	3	1.0	0.95	1	21
32	33	2	3	1.0	0.75	1	21
33	34	2	1	1.0	0.06	1	21
34	35	2	3	1.0	0.83	0	21
35	36	1	3	1.0	0.66	0	21
36	37	3	3	1.0	0.84	1	21
37	38	1	3	1.0	0.93	0	21
38	39	3	1	1.0	0.2	1	21
39	40	3	2	1.0	0.41	1	21
40	41	1	2	1.0	0.59	0	21
41	42	1	3	1.0	0.85	0	21
42	43	3	3	1.0	0.92	1	21
43	44	2	3	1.0	0.8	0	21
44	45	1	2	1.0	0.37	0	21
45	46	1	3	1.0	0.8	1	21
46	47	2	2	1.0	0.62	0	21
47	48	2	1	0.0	0.11	1	21
48	49	3	2	1.0	0.5	1	21
49	50	3	2	1.0	0.63	1	21
50	51	2	3	1.0	0.89	0	21
51	52	1	3	1.0	0.71	0	21
52	53	2	1	1.0	0.19	1	21
53	54	2	2	1.0	0.46	0	21
54	55	3	1	0.0	0.07	0	21
55	56	3	2	1.0	0.55	1	21
56	57	2	3	1.0	0.67	1	21
57	58	2	1	1.0	0.25	0	21
58	59	3	1	1.0	0.28	1	21
59	60	1	1	1.0	0.32	0	21
60	61	3	3	1.0	0.68	1	21
61	62	1	1	1.0	0.07	0	21
62	63	2	2	1.0	0.54	1	21
63	64	2	3	1.0	0.75	1	21
64	65	1	1	1.0	0.23	0	21
65	66	1	2	1.0	0.5	0	21
66	67	3	1	1.0	0.14	1	21
67	68	2	1	1.0	0.32	0	21
68	69	1	2	1.0	0.45	0	21
69	70	2	2	1.0	0.38	1	21
70	71	3	3	1.0	0.76	1	21
71	72	1	1	1.0	0.16	0	21
72	73	3	2	1.0	0.39	1	21
73	74	2	1	1.0	0.24	1	21
74	75	2	3	1.0	0.86	0	21
75	76	1	2	1.0	0.56	0	21
76	77	3	3	1.0	0.81	1	21
77	78	2	3	1.0	0.94	0	21
78	79	2	2	1.0	0.51	1	21
79	80	3	1	1.0	0.33	1	21
80	81	1	2	1.0	0.42	0	21
82	83	2	3	1.0	0.72	0	21
83	84	1	1	1.0	0.12	0	21
84	85	3	2	1.0	0.55	1	21
85	86	1	1	1.0	0.21	0	21
86	87	3	2	1.0	0.47	1	21
87	88	3	1	1.0	0.12	1	21
88	89	2	1	1.0	0.17	1	21
89	90	1	2	1.0	0.64	0	21
90	91	1	1	1.0	0.05	0	21
91	92	1	3	1.0	0.85	0	21
92	93	1	1	1.0	0.29	0	21
93	94	1	3	1.0	0.77	1	21
94	95	3	1	1.0	0.17	1	21
95	96	2	3	1.0	0.78	1	21
96	97	2	2	1.0	0.43	1	21
97	98	3	3	1.0	0.65	1	21
98	99	3	3	1.0	0.73	0	21
99	100	2	1	1.0	0.3	0	21
100	101	1	3	1.0	0.9	0	21
101	102	3	1	1.0	0.26	1	21
102	103	1	2	1.0	0.48	0	21
103	104	2	1	1.0	0.08	0	21
104	105	3	3	1.0	0.9	1	21
105	106	2	2	1.0	0.6	1	21
106	107	2	2	1.0	0.35	0	21
107	108	3	2	1.0	0.6	1	21
0	1	1	2	1	0.53	0	22
1	2	2	1	1	0.13	0	22
2	3	2	3	1	0.91	1	22
3	4	3	1	0	0.15	1	22
4	5	1	2	1	0.61	0	22
5	6	3	1	1	0.31	1	22
6	7	3	3	1	0.79	1	22
7	8	1	1	1	0.1	0	22
8	9	3	2	1	0.58	1	22
9	10	3	2	0	0.36	1	22
10	11	1	3	1	0.82	0	22
11	12	3	1	0	0.22	1	22
12	13	3	3	1	0.87	0	22
13	14	1	2	1	0.45	0	22
14	15	2	3	1	0.7	0	22
15	16	1	1	1	0.27	0	22
16	17	2	2	1	0.4	0	22
17	18	1	1	1	0.18	0	22
18	19	1	3	1	0.74	0	22
19	20	3	2	1	0.52	1	22
20	21	1	1	1	0.34	0	22
21	22	3	3	1	0.7	1	22
22	23	2	2	1	0.65	0	22
23	24	2	2	1	0.49	1	22
24	25	2	2	1	0.57	0	22
25	26	2	1	1	0.22	1	22
26	27	1	2	1	0.4	1	22
27	28	2	1	0	0.27	1	22
28	29	1	3	1	0.88	0	22
29	30	3	1	0	0.09	1	22
30	31	3	2	1	0.44	1	22
31	32	3	3	1	0.95	1	22
32	33	2	3	1	0.75	1	22
33	34	2	1	0	0.06	1	22
34	35	2	3	1	0.83	0	22
35	36	1	3	1	0.66	0	22
36	37	3	3	1	0.84	1	22
37	38	1	3	1	0.93	0	22
38	39	3	1	0	0.2	1	22
39	40	3	2	1	0.41	1	22
40	41	1	2	1	0.59	0	22
41	42	1	3	1	0.85	0	22
42	43	3	3	1	0.92	1	22
43	44	2	3	1	0.8	0	22
44	45	1	2	1	0.37	0	22
45	46	1	3	1	0.8	1	22
46	47	2	2	1	0.62	0	22
47	48	2	1	0	0.11	1	22
48	49	3	2	1	0.5	1	22
49	50	3	2	1	0.63	1	22
50	51	2	3	1	0.89	0	22
51	52	1	3	1	0.71	0	22
52	53	2	1	0	0.19	1	22
53	54	2	2	1	0.46	0	22
54	55	3	1	0	0.07	0	22
55	56	3	2	1	0.55	1	22
56	57	2	3	1	0.67	1	22
57	58	2	1	1	0.25	0	22
58	59	3	1	0	0.28	1	22
59	60	1	1	1	0.32	0	22
60	61	3	3	1	0.68	1	22
61	62	1	1	1	0.07	0	22
62	63	2	2	1	0.54	1	22
63	64	2	3	1	0.75	1	22
64	65	1	1	1	0.23	0	22
65	66	1	2	1	0.5	0	22
66	67	3	1	0	0.14	1	22
67	68	2	1	1	0.32	0	22
68	69	1	2	1	0.45	0	22
69	70	2	2	1	0.38	1	22
70	71	3	3	1	0.76	1	22
71	72	1	1	1	0.16	0	22
72	73	3	2	1	0.39	1	22
73	74	2	1	0	0.24	1	22
74	75	2	3	1	0.86	0	22
75	76	1	2	1	0.56	0	22
76	77	3	3	1	0.81	1	22
77	78	2	3	1	0.94	0	22
78	79	2	2	1	0.51	1	22
79	80	3	1	0	0.33	1	22
80	81	1	2	1	0.42	0	22
81	82	1	3	1	0.69	0	22
82	83	2	3	1	0.72	0	22
83	84	1	1	1	0.12	0	22
84	85	3	2	1	0.55	1	22
85	86	1	1	1	0.21	0	22
86	87	3	2	1	0.47	1	22
87	88	3	1	0	0.12	1	22
88	89	2	1	0	0.17	1	22
89	90	1	2	1	0.64	0	22
90	91	1	1	1	0.05	0	22
91	92	1	3	1	0.85	0	22
92	93	1	1	1	0.29	0	22
93	94	1	3	1	0.77	1	22
94	95	3	1	0	0.17	1	22
95	96	2	3	1	0.78	1	22
96	97	2	2	1	0.43	1	22
