onset	duration	Trial	RiskType	TimeType	RewardType	Reward	Shock	Offset	ITI	LeftKey	FixOnset	RiskOnset	RewardOnset	ResponseType	ResponseOnset	ResponseTime	ResultOnset	ShockOnset
10.5568	15.8068	1	1	1	2	0.53	0	0	10.5	0	0.10928	10.5568	11.1238	1	12.3132	1.1894	14.0406	n/a
25.4213	30.6713	2	2	1	1	0.13	0	1	9.625	0	15.7888	25.4213	25.9213	1	27.4724	1.5512	28.9043	n/a
42.053	47.303	3	2	1	3	0.91	1	0	11.375	1	30.6707	42.053	42.5773	1	43.6082	1.0309	45.5358	46.7731
56.9349	62.1849	4	3	1	1	0.15	1	1	9.625	1	47.2858	56.9349	57.4348	1	59.0077	1.5728	60.4177	61.6481
72.6917	77.9417	5	1	1	2	0.61	0	1	10.5	0	62.1676	72.6917	73.1916	1	74.5189	1.3273	76.1663	n/a
89.321	94.571	6	3	1	1	0.31	1	0	11.375	0	77.9237	89.321	89.8209	1	91.1342	1.3133	92.7979	94.0315
105.0671	110.3171	7	3	1	3	0.79	1	0	10.5	0	94.553	105.0671	105.5671	1	106.8059	1.2389	108.5496	109.7846
120.83	126.08	8	1	1	1	0.1	0	0	10.5	0	110.3158	120.83	121.3299	1	123.9973	2.6674	124.2958	n/a
135.6772	140.9272	9	3	1	2	0.58	1	1	9.625	0	126.0455	135.6772	136.2096	1	137.2527	1.0431	139.1766	140.4148
152.3255	157.5755	10	3	1	2	0.36	1	0	11.375	1	140.9266	152.3255	152.8255	1	154.9722	2.1467	155.8083	157.0424
168.0852	173.3352	11	1	1	3	0.82	0	0	10.5	1	157.5583	168.0852	168.5739	1	170.0274	1.4535	171.5567	n/a
183.8314	189.0814	12	3	1	1	0.22	1	0	10.5	1	173.3172	183.8314	184.33900000000003	1	185.8667	1.5277	187.3138	188.5501
199.5942	204.8442	13	3	1	3	0.87	0	0	10.5	1	189.0634	199.5942	200.0875	1	201.6422	1.5547	203.0703	n/a
215.3404	220.5904	14	1	1	2	0.45	0	0	10.5	0	204.8203	215.3404	215.8403	1	217.1775	1.3372	218.8188	n/a
230.2178	235.4678	15	2	1	3	0.7	0	1	9.625	0	220.5723	230.2178	230.7032	1	231.6253	0.92207	233.7008	n/a
245.9663	251.2163	16	1	1	1	0.27	0	1	10.5	1	235.4521	245.9663	246.4662	1	247.7124	1.2462	249.4491	n/a
262.5812	267.8312	17	2	1	2	0.4	0	0	11.375	0	251.1991	262.5812	263.098	1	264.2558	1.1578	266.0779	n/a
278.3465	283.5965	18	1	1	1	0.18	0	0	10.5	1	267.8308	278.3465	278.8464	1	280.7749	1.9285	281.8293	n/a
294.0949	299.3449	19	1	1	3	0.74	0	0	10.5	0	283.5792	294.0949	294.5877	1	295.8784	1.2907	297.5779	n/a
309.8508	315.1008	20	3	1	2	0.52	1	0	10.5	1	299.3366	309.8508	310.3507	1	311.9904	1.6397	313.3332	314.5674
324.7252	329.9752	21	1	1	1	0.34	0	1	9.625	0	315.0828	324.7252	325.2304	1	326.2043	0.97388	328.2128	n/a
