onset	duration	Trial	RiskType	TimeType	RewardType	Reward	Shock	Offset	ITI	LeftKey	FixOnset	RiskOnset	RewardOnset	ResponseType	ResponseOnset	ResponseTime	ResultOnset	ShockOnset
10.5634	15.8134	1	1	1	2	0.53	0	0	10.5	0	0.11402	10.5634	11.1138	1	12.3452	1.2314	14.0312	n/a
25.4241	30.6741	2	2	1	1	0.13	0	1	9.625	0	15.7795	25.4241	25.9287	1	27.0965	1.1678	28.9065	n/a
42.0536	47.3036	3	2	1	3	0.91	1	0	11.375	1	30.6616	42.0536	42.5723	1	44.1608	1.5886	45.536	46.7718
56.9335	62.1835	4	3	1	1	0.15	1	1	9.625	1	47.2857	56.9335	57.4334	1	59.4482	2.0148	60.416	61.6488
72.6915	77.9415	5	1	1	2	0.61	0	1	10.5	0	62.1656	72.6915	73.1798	1	74.1834	1.0036	76.1624	n/a
89.3095	94.5595	6	3	1	1	0.31	1	0	11.375	0	77.9121	89.3095	89.8094	1	91.3357	1.5263	92.7918	94.0281
105.0726	110.3226	7	3	1	3	0.79	1	0	10.5	0	94.5416	105.0726	105.5557	1	107.055	1.4992	108.5383	109.7822
120.8208	126.0708	8	1	1	1	0.1	0	0	10.5	0	110.305	120.8208	121.3208	1	122.6788	1.3581	124.3037	n/a
135.7029	140.9529	9	3	1	2	0.58	1	1	9.625	0	126.0537	135.7029	136.2029	1	138.1661	1.9632	139.1813	140.4128
152.3118	157.5618	10	3	1	2	0.36	1	0	11.375	1	140.9309	152.3118	152.8348	1	154.6942	1.8594	155.80100000000004	157.0411
168.0835	173.3335	11	1	1	3	0.82	0	0	10.5	1	157.5606	168.0835	168.5835	1	170.1655	1.582	171.5573	n/a
183.8379	189.0879	12	3	1	1	0.22	1	0	10.5	1	173.3164	183.8379	184.3378	1	186.597	2.2591	187.3152	188.5462
199.5809	204.8309	13	3	1	3	0.87	0	0	10.5	1	189.07	199.5809	200.0842	1	201.9251	1.8408	203.0668	n/a
215.3308	220.5808	14	1	1	2	0.45	0	0	10.5	0	204.8164	215.3308	215.8306	1	217.5883	1.7577	218.8133	n/a
230.2117	235.4617	15	2	1	3	0.7	0	1	9.625	0	220.5628	230.2117	230.7116	1	232.0522	1.3405	233.6946	n/a
245.9603	251.2103	16	1	1	1	0.27	0	1	10.5	1	235.4445	245.9603	246.4569	1	248.2114	1.7546	249.4433	n/a
262.5923	267.8423	17	2	1	2	0.4	0	0	11.375	0	251.1932	262.5923	263.0922	1	264.4837	1.3915	266.0752	n/a
278.3243	283.5743	18	1	1	1	0.18	0	0	10.5	1	267.825	278.3243	278.8329	1	280.8668	2.0339	281.8239	n/a
294.0961	299.3461	19	1	1	3	0.74	0	0	10.5	0	283.5818	294.0961	294.5961	1	296.1706	1.5746	297.5786	n/a
309.8426	315.0926	20	3	1	2	0.52	1	0	10.5	1	299.3282	309.8426	310.3423	1	312.1065	1.7642	313.3249	314.5666
324.7225	329.9725	21	1	1	1	0.34	0	1	9.625	0	315.0878	324.7225	325.2391	1	326.6979	1.4588	328.2049	n/a
341.3524	346.6024	22	3	1	3	0.7	1	0	11.375	1	329.9546	341.3524	341.8523	1	343.6174	1.7651	344.8354	346.0717
356.2344	361.4844	23	2	1	2	0.65	0	1	9.625	0	346.5852	356.2344	356.7344	1	357.8653	1.131	359.7174	n/a
372.8664	378.1164	24	2	1	2	0.49	1	0	11.375	1	361.4673	372.8664	373.3664	1	374.6406	1.2743	376.3438	377.5791
387.7485	392.9985	25	2	1	2	0.57	0	1	9.625	0	378.0992	387.7485	388.2413	1	390.0004	1.7591	391.2238	n/a
403.4879	408.7379	26	2	1	1	0.22	1	1	10.5	1	392.9735	403.4879	403.9971	1	405.2083	1.2112	406.9703	408.2108
420.1291	425.3791	27	1	1	2	0.4	1	0	11.375	1	408.73	420.1291	420.6291	1	421.8635	1.2344	423.5999	424.8381
435.8805	441.1305	28	2	1	1	0.27	1	0	10.5	1	425.3619	435.8805	436.3804	1	437.8311	1.4507	439.3606	440.5912
451.6269	456.8769	29	1	1	3	0.88	0	0	10.5	1	441.1125	451.6269	452.1268	1	454.7189	2.5921	455.1093	n/a
466.5086	471.7586	30	3	1	1	0.09	1	1	9.625	0	456.8593	466.5086	467.0085	0	468.7669	1.7584	469.9914	n/a
482.2572	487.5072	31	3	1	2	0.44	1	1	10.5	1	471.7414	482.2572	482.7572	1	484.2705	1.5133	485.7402	486.9758
