onset	duration	Trial	RiskType	TimeType	RewardType	Reward	Shock	Offset	ITI	LeftKey	FixOnset	RiskOnset	RewardOnset	ResponseType	ResponseOnset	ResponseTime	ResultOnset	ShockOnset
10.5625	15.8125	1	1	1	2	0.53	0	0	10.5	0	0.048183	10.5625	11.0795	1	12.3352	1.2557	14.0299	n/a
25.4256	30.6756	2	2	1	1	0.13	0	1	9.625	0	15.7787	25.4256	25.9254	0	27.4866	1.5612	28.9098	n/a
42.0576	47.3076	3	2	1	3	0.91	1	0	11.375	1	30.6617	42.0576	42.5536	1	43.8141	1.2605	45.5372	46.7701
56.9346	62.1846	4	3	1	1	0.15	1	1	9.625	1	47.2869	56.9346	57.4345	0	58.6535	1.219	60.4169	n/a
72.6808	77.9308	5	1	1	2	0.61	0	1	10.5	0	62.1666	72.6808	73.1806	1	74.5967	1.416	76.1631	n/a
89.31	94.56	6	3	1	1	0.31	1	0	11.375	0	77.9136	89.31	89.8101	1	91.4361	1.6261	92.7924	94.0266
105.0606	110.3106	7	3	1	3	0.79	1	0	10.5	0	94.5485	105.0606	105.5607	1	106.5077	0.94703	108.5472	109.7819
120.8191	126.0691	8	1	1	1	0.1	0	0	10.5	0	110.3159	120.8191	121.319	1	123.483	2.1641	124.3015	n/a
135.6821	140.9321	9	3	1	2	0.58	1	1	9.625	0	126.0511	135.6821	136.2276	1	137.3792	1.1517	139.2145	140.4503
152.3621	157.6121	10	3	1	2	0.36	1	0	11.375	1	140.9662	152.3621	152.8626	0	155.5938	2.7311	155.8492	n/a
168.1127	173.3627	11	1	1	3	0.82	0	0	10.5	1	157.6011	168.1127	168.6242	1	169.7689	1.1448	171.5899	n/a
183.8704	189.1204	12	3	1	1	0.22	1	0	10.5	1	173.3517	183.8704	184.3704	0	185.7525	1.3822	187.3527	n/a
199.6166	204.8666	13	3	1	3	0.87	0	0	10.5	1	189.1024	199.6166	200.1165	1	201.0248	0.90827	203.101	n/a
215.3813	220.6313	14	1	1	2	0.45	0	0	10.5	0	204.853	215.3813	215.8793	1	216.5834	0.70408	218.8516	n/a
230.2592	235.5092	15	2	1	3	0.7	0	1	9.625	0	220.6115	230.2592	230.7481	1	231.6468	0.8986700000000001	233.7346	n/a
245.9886	251.2386	16	1	1	1	0.27	0	1	10.5	1	235.4865	245.9886	246.4987	1	247.358	0.8593299999999999	249.4877	n/a
262.6347	267.8847	17	2	1	2	0.4	0	0	11.375	0	251.2373	262.6347	263.1346	1	263.9503	0.81576	266.1035	n/a
278.367	283.617	18	1	1	1	0.18	0	0	10.5	1	267.8555	278.367	278.8843	1	279.9731	1.0888	281.8633	n/a
294.1344	299.3844	19	1	1	3	0.74	0	0	10.5	0	283.6128	294.1344	294.635	1	295.1721	0.5371100000000001	297.6093	n/a
309.8731	315.1231	20	3	1	2	0.52	1	0	10.5	1	299.3589	309.8731	310.3897	1	311.0276	0.6379	313.3555	314.6023
324.7696	330.0196	21	1	1	1	0.34	0	1	9.625	0	315.1241	324.7696	325.2694	1	325.9951	0.7256199999999999	328.2383	n/a
341.3821	346.6321	22	3	1	3	0.7	1	0	11.375	1	330.0016	341.3821	341.8867	1	342.6313	0.74463	344.8732	346.1103
356.2693	361.5193	23	2	1	2	0.65	0	1	9.625	0	346.6309	356.2693	356.7785	1	357.3541	0.5756	359.7563	n/a
372.9042	378.1542	24	2	1	2	0.49	1	0	11.375	1	361.4939	372.9042	373.391	1	374.0491	0.65805	376.3745	377.6144
387.7709	393.0209	25	2	1	2	0.57	0	1	9.625	0	378.1266	387.7709	388.2711	1	388.8807	0.60958	391.2575	n/a
403.5212	408.7712	26	2	1	1	0.22	1	1	10.5	1	393.0096	403.5212	404.0337	1	405.3204	1.2868	407.0081	408.2458
420.1631	425.4131	27	1	1	2	0.4	1	0	11.375	1	408.7658	420.1631	420.6567	1	421.3434	0.68674	423.6432	424.8742
435.9092	441.1592	28	2	1	1	0.27	1	0	10.5	1	425.3951	435.9092	436.4091	1	436.9668	0.5576800000000001	439.3939	440.6274
451.6573	456.9073	29	1	1	3	0.88	0	0	10.5	1	441.1458	451.6573	452.1746	1	453.0864	0.91179	455.1443	n/a
466.5403	471.7903	30	3	1	1	0.09	1	1	9.625	0	456.8964	466.5403	467.0409	1	468.5901	1.5492	470.0274	471.2578
482.298	487.548	31	3	1	2	0.44	1	1	10.5	1	471.7794	482.298	482.7979	1	483.6853	0.8874200000000001	485.7804	487.0134
498.9273	504.1773	32	3	1	3	0.95	1	0	11.375	0	487.53	498.9273	499.4272	1	500.429	1.0018	502.4098	503.6397
514.6767	519.9267	33	2	1	3	0.75	1	0	10.5	1	504.1593	514.6767	515.1771	1	515.8999	0.7228100000000001	518.1557	519.3936
530.4272	535.6772	34	2	1	1	0.06	1	0	10.5	0	519.9156	530.4272	530.9362	0	532.4992	1.5630000000000002	533.9141	n/a
545.3101	550.5601	35	2	1	3	0.83	0	1	9.625	0	535.6683	545.3101	545.7992	1	546.8269	1.0277	548.7816	n/a
561.0622	566.3122	36	1	1	3	0.66	0	1	10.5	1	550.5325	561.0622	561.5621	1	562.7383	1.1762	564.5445	n/a
576.8114	582.0614	37	3	2	3	0.84	1	1	10.5	1	566.2942	576.8114	577.312	1	578.1937	0.8817200000000001	580.2906	581.5291
592.5712	597.8212	38	1	2	3	0.93	0	1	10.5	0	582.0505	592.5712	593.0626	1	594.0418	0.97917	596.0536	n/a
609.2005	614.4505	39	3	2	1	0.2	1	0	11.375	1	597.8032	609.2005	609.7005	1	611.6641	1.9637	612.6674	613.9094
624.0636	629.3136	40	3	2	2	0.41	1	1	9.625	1	614.4325	624.0636	624.5805	1	625.2799	0.69934	627.5504	628.7885
639.8306	645.0806	41	1	2	2	0.59	0	1	10.5	1	629.3023	639.8306	640.3312	1	640.9757	0.6445	643.3087	n/a
655.5812	660.8312	42	1	2	3	0.85	0	1	10.5	1	645.0584	655.5812	656.0818	1	656.8865	0.80467	659.0549	n/a
672.2019	677.4519	43	3	2	3	0.92	1	0	11.375	1	660.8046	672.2019	672.7018	1	673.7098	1.008	675.6866	676.923
