onset	duration	Trial	RiskType	TimeType	RewardType	Reward	Shock	Offset	ITI	LeftKey	FixOnset	RiskOnset	RewardOnset	ResponseType	ResponseOnset	ResponseTime	ResultOnset	ShockOnset
10.566	15.816	1	1	1	2	0.53	0	0	10.5	0	0.051492	10.566	11.079	1	12.4864	1.4074	14.0332	n/a
25.4278	30.6778	2	2	1	1	0.13	0	1	9.625	0	15.7814	25.4278	25.9291	1	27.4539	1.5248	28.9117	n/a
42.0431	47.2931	3	2	1	3	0.91	1	0	11.375	1	30.6613	42.0431	42.5713	1	44.0376	1.4662	45.526	46.7694
56.9252	62.1752	4	3	1	1	0.15	1	1	9.625	1	47.2909	56.9252	57.4386	1	59.1416	1.7029	60.4082	61.6461
72.6685	77.9185	5	1	1	2	0.61	0	1	10.5	0	62.1581	72.6685	73.1905	1	74.4609	1.2703	76.1676	n/a
89.3147	94.5647	6	3	1	1	0.31	1	0	11.375	0	77.9172	89.3147	89.8146	1	92.7726	2.958	92.7887	94.0269
105.0611	110.3111	7	3	1	3	0.79	1	0	10.5	0	94.5468	105.0611	105.5711	1	107.3246	1.7535	108.5436	109.7794
120.8242	126.0742	8	1	1	1	0.1	0	0	10.5	0	110.3098	120.8242	121.3241	1	123.4441	2.12	124.29	n/a
135.6873	140.9373	9	3	1	2	0.58	1	1	9.625	0	126.0527	135.6873	136.1872	1	137.3556	1.1684	139.17	140.4111
152.3172	157.5672	10	3	1	2	0.36	1	0	11.375	1	140.9197	152.3172	152.8172	1	154.4834	1.6662	155.8002	157.0394
168.0658	173.3158	11	1	1	3	0.82	0	0	10.5	1	157.5501	168.0658	168.5825	1	170.0031	1.4206	171.5625	n/a
183.8312	189.0812	12	3	1	1	0.22	1	0	10.5	1	173.3122	183.8312	184.3312	1	185.5066	1.1753	187.3142	188.5452
199.5631	204.8131	13	3	1	3	0.87	0	0	10.5	1	189.0639	199.5631	200.0894	1	201.25	1.1606	203.0629	n/a
215.3359	220.5859	14	1	1	2	0.45	0	0	10.5	0	204.8216	215.3359	215.8453	1	217.5774	1.7321	218.8184	n/a
230.2159	235.4659	15	2	1	3	0.7	0	1	9.625	0	220.5679	230.2159	230.7158	1	232.0899	1.3741	233.6982	n/a
245.9623	251.2123	16	1	1	1	0.27	0	1	10.5	1	235.448	245.9623	246.4761	1	247.9612	1.4851	249.4448	n/a
262.5918	267.8418	17	2	1	2	0.4	0	0	11.375	0	251.1945	262.5918	263.0749	1	264.2887	1.2138	266.0742	n/a
278.34	283.59	18	1	1	1	0.18	0	0	10.5	1	267.8242	278.34	278.8399	1	280.0005	1.1606	281.8229	n/a
294.1014	299.3514	19	1	1	3	0.74	0	0	10.5	0	283.5728	294.1014	294.6012	1	295.7597	1.1585	297.5717	n/a
309.8478	315.0978	20	3	1	2	0.52	1	0	10.5	1	299.3216	309.8478	310.3540000000001	1	311.7037	1.3497	313.3302	314.5643
324.7277	329.9777	21	1	1	1	0.34	0	1	9.625	0	315.0869	324.7277	325.2276	1	326.4471	1.2196	328.2101	n/a
341.3572	346.6072	22	3	1	3	0.7	1	0	11.375	1	329.9597	341.3572	341.8571	1	342.9269	1.0698	344.8343	346.0696
356.2205	361.4705	23	2	1	2	0.65	0	1	9.625	0	346.5893	356.2205	356.737	1	357.9505	1.2135	359.7165	n/a
372.8654	378.1154	24	2	1	2	0.49	1	0	11.375	1	361.4664	372.8654	373.3666	1	374.5501	1.1836	376.3324	377.5759
387.7309	392.9809	25	2	1	2	0.57	0	1	9.625	0	378.0988	387.7309	388.2465	1	389.2056	0.95906	391.2139	n/a
403.49300000000005	408.74300000000005	26	2	1	1	0.22	1	1	10.5	1	392.9637	403.49300000000005	403.9962	1	405.1176	1.1214	406.9624	408.2054
420.1226	425.3726	27	1	1	2	0.4	1	0	11.375	1	408.7291	420.1226	420.6281	1	422.2284	1.6002	423.5945	424.8342
435.8769	441.1269	28	2	1	1	0.27	1	0	10.5	1	425.3546	435.8769	436.3768	1	437.389	1.0121	439.3513	440.5895
451.6321	456.8821	29	1	1	3	0.88	0	0	10.5	1	441.1097	451.6321	452.132	1	453.3083	1.1763	455.1085	n/a
466.5076	471.7576	30	3	1	1	0.09	1	1	9.625	0	456.8642	466.5076	467.0119	1	468.876	1.8641	469.9778	471.2199
482.2584	487.5084	31	3	1	2	0.44	1	1	10.5	1	471.7405	482.2584	482.7583	1	484.0117	1.2534	485.7408	486.9732
498.8883	504.1383	32	3	1	3	0.95	1	0	11.375	0	487.4905	498.8883	499.3882	1	500.6754	1.2872	502.3705	503.6007
514.6369	519.8869	33	2	1	3	0.75	1	0	10.5	1	504.1211	514.6369	515.1369	1	516.115	0.97803	518.1198	519.3543
530.3856	535.6356	34	2	1	1	0.06	1	0	10.5	0	519.8698	530.3856	530.9022	1	532.2987	1.3965	533.8686	535.1096
545.2607	550.5107	35	2	1	3	0.83	0	1	9.625	0	535.6295	545.2607	545.7773	1	547.1301	1.3528	548.7507	n/a
561.0164	566.2664	36	1	1	3	0.66	0	1	10.5	1	550.5095	561.0164	561.5331	1	563.8580000000002	2.3249	564.5063	n/a
