onset	duration	Trial	RiskType	TimeType	RewardType	Reward	Shock	Offset	ITI	LeftKey	FixOnset	RiskOnset	RewardOnset	ResponseType	ResponseOnset	ResponseTime	ResultOnset	ShockOnset
10.5585	15.8085	1	1	1	2	0.53	0	0	10.5	0	0.1624	10.5585	11.1255	1	13.129	2.0035	14.0375	n/a
25.4246	30.6746	2	2	1	1	0.13	0	1	9.625	0	15.7866	25.4246	25.9249	1	28.7125	2.7876	28.9094	n/a
42.0341	47.2841	3	2	1	3	0.91	1	0	11.375	1	30.6604	42.0341	42.5625	1	44.2245	1.6619	45.5341	46.7719
56.9396	62.1896	4	3	1	1	0.15	1	1	9.625	1	47.285	56.9396	57.4399	0	59.1677	1.7278	60.4131	n/a
72.6804	77.9304	5	1	1	2	0.61	0	1	10.5	0	62.1626	72.6804	73.1807	1	74.767	1.5864	76.1652	n/a
89.3061	94.5561	6	3	1	1	0.31	1	0	11.375	0	77.9162	89.3061	89.822	0	91.9265	2.1045	92.79	n/a
105.069	110.319	7	3	1	3	0.79	1	0	10.5	0	94.5408	105.069	105.5688	1	106.8057	1.2368	108.5474	109.7789
120.8152	126.0652	8	1	1	1	0.1	0	0	10.5	0	110.301	120.8152	121.3203	1	123.077	1.7567	124.2976	n/a
135.6949	140.9449	9	3	1	2	0.58	1	1	9.625	0	126.0471	135.6949	136.1947	1	137.8286	1.6339	139.1786	140.4091
152.3184	157.5684	10	3	1	2	0.36	1	0	11.375	1	140.9296	152.3184	152.8241	0	154.8037	1.9796	155.8065	n/a
168.0703	173.3203	11	1	1	3	0.82	0	0	10.5	1	157.5562	168.0703	168.5761	1	169.9392	1.3631	171.5527	n/a
183.8334	189.0834	12	3	1	1	0.22	1	0	10.5	1	173.3023	183.8334	184.3169	0	185.9865	1.6696	187.3015	n/a
199.5794	204.8294	13	3	1	3	0.87	0	0	10.5	1	189.0525	199.5794	200.0792	1	201.3612	1.2819999999999998	203.0618	n/a
215.3321	220.5821	14	1	1	2	0.45	0	0	10.5	0	204.8113	215.3321	215.832	1	217.3292	1.4973	218.8078	n/a
230.2054	235.4554	15	2	1	3	0.7	0	1	9.625	0	220.5675	230.2054	230.7057	1	232.0329	1.3272	233.6903	n/a
245.963	251.213	16	1	1	1	0.27	0	1	10.5	1	235.4412	245.963	246.4679	1	248.0804	1.6124	249.4337	n/a
262.5876	267.8376	17	2	1	2	0.4	0	0	11.375	0	251.1834	262.5876	263.0878	1	264.312	1.2242	266.0632	n/a
278.3436	283.5936	18	1	1	1	0.18	0	0	10.5	1	267.8233	278.3436	278.8453	1	280.1032	1.2579	281.8133	n/a
294.0897	299.3397	19	1	1	3	0.74	0	0	10.5	0	283.5756	294.0897	294.5896	1	295.7987	1.2091	297.5722	n/a
309.8434	315.0934	20	3	1	2	0.52	1	0	10.5	1	299.3217	309.8434	310.3436	1	312.334	1.9903	313.3283	314.5597
324.7005	329.9505	21	1	1	1	0.34	0	1	9.625	0	315.0792	324.7005	325.2007	1	326.3336	1.1329	328.202	n/a
341.3418	346.5918	22	3	1	3	0.7	1	0	11.375	1	329.9529	341.3418	341.8282	1	342.9969	1.1687	344.8272	346.0658
356.2155	361.4655	23	2	1	2	0.65	0	1	9.625	0	346.5775	356.2155	356.7157	1	358.1802	1.4645	359.7069	n/a
372.8401	378.0901	24	2	1	2	0.49	1	0	11.375	1	361.4679	372.8401	373.3403	1	374.3313	0.991	376.3363	377.5725
387.717	392.967	25	2	1	2	0.57	0	1	9.625	0	378.0925	387.717	388.2169	1	389.427	1.2101	391.2161	n/a
403.4712	408.7212	26	2	1	1	0.22	1	1	10.5	1	392.9663	403.4712	403.9797	1	405.5862	1.6065	406.9623	408.2026
420.0959	425.3459	27	1	1	2	0.4	1	0	11.375	1	408.7238	420.0959	420.5961	1	421.7378	1.1417	423.5975	424.8313
435.8553	441.1053	28	2	1	1	0.27	1	0	10.5	1	425.3484	435.8553	436.3552	1	437.417	1.0618	439.3382	440.5838
451.6109	456.8609	29	1	1	3	0.88	0	0	10.5	1	441.1058	451.6109	452.1112	1	453.4404	1.3292	455.1006	n/a
466.4845	471.7345	30	3	1	1	0.09	1	1	9.625	0	456.8502	466.4845	466.9848	0	468.7201	1.7353	469.9803	n/a
482.2422	487.4922	31	3	1	2	0.44	1	1	10.5	1	471.7371	482.2422	482.7424	0	484.7675	2.025	485.727	n/a
498.8668	504.1168	32	3	1	3	0.95	1	0	11.375	0	487.4781	498.8668	499.367	1	501.351	1.984	502.3558	503.5963
514.6195	519.8695	33	2	1	3	0.75	1	0	10.5	1	504.1054	514.6195	515.1245	1	516.1739	1.0494	518.109	519.3498
530.3655	535.6155	34	2	1	1	0.06	1	0	10.5	0	519.8681	530.3655	530.8655	0	533.3256	2.4602	533.8666	n/a
545.2454	550.4954	35	2	1	3	0.83	0	1	9.625	0	535.6175	545.2454	545.7453	1	547.1012	1.3559	548.7445	n/a
560.9963	566.2463	36	1	1	3	0.66	0	1	10.5	1	550.4941	560.9963	561.4966	1	562.7642	1.2676	564.4978	n/a
576.7544	582.0044	37	3	2	3	0.84	1	1	10.5	1	566.2488	576.7544	577.2543	1	578.428	1.1736	580.2388	581.4829
592.5006	597.7506	38	1	2	3	0.93	0	1	10.5	0	582.0063	592.5006	593.0116	1	594.2831	1.2715	595.9996	n/a
609.136	614.386	39	3	2	1	0.2	1	0	11.375	1	597.7493	609.136	609.6362	0	611.2108	1.5746	612.6289	n/a
624.0096	629.2596	40	3	2	2	0.41	1	1	9.625	1	614.3786	624.0096	624.5099	0	626.7697	2.2597	627.5112	n/a
639.7672	645.0172	41	1	2	2	0.59	0	1	10.5	1	629.2621	639.7672	640.2675	1	641.4653	1.1978	643.2548	n/a
655.5186	660.7686	42	1	2	3	0.85	0	1	10.5	1	645.0045	655.5186	656.0185	1	657.4564	1.4378	659.0097	n/a
672.1326	677.3826	43	3	2	3	0.92	1	0	11.375	1	660.7673	672.1326	672.6495	1	673.6559	1.0064	675.6342	676.8729
687.023	692.273	44	2	2	3	0.8	0	1	9.625	0	677.3851	687.023	687.5276	1	688.7116	1.1840000000000002	690.51	n/a
702.7805	708.0305	45	1	2	2	0.37	0	1	10.5	0	692.2598	702.7805	703.2808	1	704.4391	1.1583	706.2655	n/a
718.538	723.788	46	1	2	3	0.8	1	1	10.5	1	708.0226	718.538	719.0383	1	719.9902	0.95196	722.0229	723.2548
734.2829	739.5329	47	2	2	2	0.62	0	1	10.5	0	723.7738	734.2829	734.7828	1	736.1256	1.3428	737.7653	n/a
750.0364	755.2864	48	2	2	1	0.11	1	1	10.5	0	739.5316	750.0364	750.5456	0	752.6132	2.0676	753.528	n/a
766.6610000000002	771.9110000000002	49	3	2	2	0.5	1	0	11.375	0	755.2777	766.6610000000002	767.1613	1	768.7328	1.5715	770.1573	771.3892
781.538	786.788	50	3	2	2	0.63	1	1	9.625	0	771.9134	781.538	782.038	1	783.1078	1.0699	785.0369999999998	786.268
798.1673	803.4173	51	2	2	3	0.89	0	0	11.375	1	786.7872	798.1673	798.6763	1	799.8756	1.1993	801.6609	n/a
813.0471	818.2971	52	1	2	3	0.71	0	1	9.625	0	803.416	813.0471	813.55	1	814.7145	1.1645	816.5346	n/a
829.6764	834.9264	53	2	2	1	0.19	1	0	11.375	1	818.2855	829.6764	830.1746	0	832.2101	2.0355	833.1591	n/a
845.4225	850.6725	54	2	2	2	0.46	0	0	10.5	1	834.9102	845.4225	845.9224	1	846.938	1.0155	848.9217	n/a
860.3056	865.5556	55	3	2	1	0.07	0	1	9.625	0	850.6712	860.3056	860.8022	0	862.4489	1.6467	863.7905	n/a
876.9149	882.1649	56	3	2	2	0.55	1	0	11.375	1	865.5509	876.9149	877.4315	1	879.4247	1.9932	880.415	881.6584
891.8039	897.0539	57	2	2	3	0.67	1	1	9.625	1	882.1659	891.8039	892.3111	1	893.3917	1.0805	895.2937	896.5366
908.4285	913.6785	58	2	2	1	0.25	0	0	11.375	1	897.0564	908.4285	908.9287	0	910.7672	1.8385	911.93	n/a
924.1867	929.4367	59	3	2	1	0.28	1	0	10.5	1	913.6809	924.1867	924.6866	0	926.0946	1.408	927.6859	n/a
939.0665	944.3165	60	1	2	1	0.32	0	1	9.625	0	929.4385	939.0665	939.5664	1	941.1577	1.5913	942.5614	n/a
954.8125	960.0625	61	3	2	3	0.68	1	1	10.5	1	944.315	954.8125	955.3177	1	956.4775	1.1598	958.3116	959.5469
970.5587	975.8087	62	1	2	1	0.07	0	1	10.5	0	960.0697	970.5587	971.0754	0	972.5168	1.4415	974.0596	n/a
987.1993	992.4493	63	2	2	2	0.54	1	0	11.375	0	975.8104	987.1993	987.6996	1	989.1804	1.4808	990.6871	991.9289
1002.951	1008.201	64	2	2	3	0.75	1	0	10.5	0	992.4518	1002.951	1003.4509	1	1004.6114	1.1605	1006.4501	1007.6835
