onset	duration	Trial	RiskType	TimeType	RewardType	Reward	Shock	Offset	ITI	LeftKey	FixOnset	RiskOnset	RewardOnset	ResponseType	ResponseOnset	ResponseTime	ResultOnset	ShockOnset
10.5636	15.8136	1	1	1	2	0.53	0	0	10.5	0	0.11846	10.5636	11.122	1	11.8418	0.7197399999999999	14.0354	n/a
25.4299	30.6799	2	2	1	1	0.13	0	1	9.625	0	15.7875	25.4299	25.9305	0	26.9131	0.98259	28.9009	n/a
42.0483	47.2983	3	2	1	3	0.91	1	0	11.375	1	30.6689	42.0483	42.5608	1	43.3686	0.8078	45.5353	46.7727
56.9319	62.1819	4	3	1	1	0.15	1	1	9.625	1	47.2874	56.9319	57.432	0	58.4562	1.0242	60.4102	n/a
72.67399999999998	77.92399999999998	5	1	1	2	0.61	0	1	10.5	0	62.1597	72.67399999999998	73.1826	1	74.0002	0.81762	76.1693	n/a
89.3202	94.5702	6	3	1	1	0.31	1	0	11.375	0	77.9229	89.3202	89.8201	0	90.6882	0.8680399999999999	92.7875	n/a
105.0514	110.3014	7	3	1	3	0.79	1	0	10.5	0	94.5396	105.0514	105.5685	1	106.8386	1.2701	108.549	109.7831
120.8295	126.0795	8	1	1	1	0.1	0	0	10.5	0	110.3152	120.8295	121.3294	1	122.5342	1.2048	124.3057	n/a
135.6926	140.9426	9	3	1	2	0.58	1	1	9.625	0	126.0577	135.6926	136.2092	1	137.5176	1.3084	139.1751	140.4138
152.322	157.572	10	3	1	2	0.36	1	0	11.375	1	140.9247	152.322	152.8219	0	153.7412	0.91927	155.8072	n/a
168.071	173.321	11	1	1	3	0.82	0	0	10.5	1	157.5593	168.071	168.5714	1	169.2368	0.6654	171.5581	n/a
183.8217	189.0717	12	3	1	1	0.22	1	0	10.5	1	173.31	183.8217	184.3312	0	185.0524	0.72123	187.3138	n/a
199.5776	204.8276	13	3	1	3	0.87	0	0	10.5	1	189.0634	199.5776	200.0774	1	200.9157	0.83829	203.0601	n/a
215.3406	220.5906	14	1	1	2	0.45	0	0	10.5	0	204.8115	215.3406	215.8404	1	216.6682	0.82778	218.8102	n/a
230.2203	235.4703	15	2	1	3	0.7	0	1	9.625	0	220.5726	230.2203	230.7203	1	231.5948	0.8745200000000001	233.6933	n/a
245.9667	251.2167	16	1	1	1	0.27	0	1	10.5	1	235.4454	245.9667	246.4666	1	247.3944	0.92781	249.444	n/a
262.5921	267.8421	17	2	1	2	0.4	0	0	11.375	0	251.1987	262.5921	263.096	1	263.9302	0.8342299999999999	266.0625	n/a
278.3429	283.5929	18	1	1	1	0.18	0	0	10.5	1	267.8282	278.3429	278.8434	1	279.8011	0.95771	281.8247	n/a
294.0936	299.3436	19	1	1	3	0.74	0	0	10.5	0	283.5744	294.0936	294.5941	1	295.7853	1.1912	297.5807	n/a
309.8516	315.1016	20	3	1	2	0.52	1	0	10.5	1	299.3326	309.8516	310.3515	1	311.2804	0.92882	313.3313	314.5624
324.7315	329.9815	21	1	1	1	0.34	0	1	9.625	0	315.0837	324.7315	325.2314	1	326.2239	0.99255	328.1978	n/a
341.3458	346.5958	22	3	1	3	0.7	1	0	11.375	1	329.9635	341.3458	341.8464	1	342.6074	0.7609899999999999	344.8328	346.0683
356.2289	361.4789	23	2	1	2	0.65	0	1	9.625	0	346.5849	356.2289	356.7406	1	357.4313	0.69071	359.7159	n/a
372.8535	378.1035	24	2	1	2	0.49	1	0	11.375	1	361.468	372.8535	373.3645	1	374.0065	0.6419699999999999	376.336	377.576
387.7333	392.9833	25	2	1	2	0.57	0	1	9.625	0	378.0866	387.7333	388.2477	1	388.9258	0.6781699999999999	391.2175	n/a
403.4979	408.7479	26	2	1	1	0.22	1	1	10.5	1	392.9695	403.4979	403.9984	1	405.0378	1.0394	406.9683	408.2057
420.1162	425.3662	27	1	1	2	0.4	1	0	11.375	1	408.7283	420.1162	420.6256	1	421.3649	0.73925	423.5914	424.8334
435.872	441.122	28	2	1	1	0.27	1	0	10.5	1	425.3553	435.872	436.3719	1	437.2843	0.91243	439.3544	440.5883
451.6183	456.8683	29	1	1	3	0.88	0	0	10.5	1	441.106	451.6183	452.1182	1	453.3639	1.2456	455.1047	n/a
466.5008	471.7508	30	3	1	1	0.09	1	1	9.625	0	456.8568	466.5008	467.0014	0	468.1556	1.1542	469.9879	n/a
482.2611	487.5111	31	3	1	2	0.44	1	1	10.5	1	471.7399	482.2611	482.7521	0	483.6193	0.8672200000000001	485.7387	n/a
498.8699	504.1199	32	3	1	3	0.95	1	0	11.375	0	487.4905	498.8699	499.3904	1	500.2346	0.84419	502.3571	503.5976
514.6373	519.8873	33	2	1	3	0.75	1	0	10.5	1	504.109	514.6373	515.1379	1	516.0742	0.93628	518.1192	519.3512
530.3881	535.6381	34	2	1	1	0.06	1	0	10.5	0	519.8688	530.3881	530.8886	0	531.8738	0.98514	533.8655	n/a
545.2712	550.5212	35	2	1	3	0.83	0	1	9.625	0	535.6151	545.2712	545.7718	1	546.658	0.8862700000000001	548.7454	n/a
561.0219999999998	566.2719999999998	36	1	1	3	0.66	0	1	10.5	1	550.4949	561.0219999999998	561.509	1	562.4568	0.94781	564.4923	n/a
576.756	582.006	37	3	2	3	0.84	1	1	10.5	1	566.2443	576.756	577.2733	1	578.4082	1.1349	580.243	581.4847
592.5234	597.7734	38	1	2	3	0.93	0	1	10.5	0	582.0042	592.5234	593.024	1	593.9917	0.96772	596.0009	n/a
609.1478	614.3978	39	3	2	1	0.2	1	0	11.375	1	597.7505	609.1478	609.6478	0	610.4154	0.76762	612.6303	n/a
624.0277	629.2777	40	3	2	2	0.41	1	1	9.625	1	614.3807	624.0277	624.5276	1	625.6628	1.1352	627.5101	628.7429
639.7757	645.0257	41	1	2	2	0.59	0	1	10.5	1	629.264	639.7757	640.2762	1	641.4622	1.186	643.2627	n/a
655.5264	660.7764	42	1	2	3	0.85	0	1	10.5	1	645.0147	655.5264	656.0269999999998	1	657.0063	0.97938	659.0136	n/a
672.1615	677.4115	43	3	2	3	0.92	1	0	11.375	1	660.7689999999999	672.1615	672.6619999999998	1	673.8051	1.143	675.6322	676.8760000000002
687.0295	692.2795	44	2	2	3	0.8	0	1	9.625	0	677.3984	687.0295	687.5294	1	689.1089999999998	1.5796	690.5149	n/a
702.7953	708.0453	45	1	2	2	0.37	0	1	10.5	0	692.2671	702.7953	703.2924	1	704.3003	1.0079	706.2656	n/a
718.5388	723.7888	46	1	2	3	0.8	1	1	10.5	1	708.0245	718.5388	719.0466	1	719.9476	0.90101	722.0213	723.2585
734.2968	739.5468	47	2	2	2	0.62	0	1	10.5	0	723.7708	734.2968	734.8016	1	735.6191	0.8175100000000001	737.7674	n/a
750.048	755.298	48	2	2	1	0.11	1	1	10.5	0	739.5338	750.048	750.5481	0	751.5069	0.95888	753.5305	n/a
766.6826	771.9326	49	3	2	2	0.5	1	0	11.375	0	755.2801	766.6826	767.1832	1	768.1704	0.98728	770.1598	771.393
781.5573	786.8073	50	3	2	2	0.63	1	1	9.625	0	771.9095	781.5573	782.0572	1	783.4418	1.3846	785.0396	786.2714
798.1867	803.4367	51	2	2	3	0.89	0	0	11.375	1	786.7893	798.1867	798.6866	1	799.2972	0.6106	801.669	n/a
813.0505	818.3005	52	1	2	3	0.71	0	1	9.625	0	803.4187	813.0505	813.5677	1	814.7447	1.177	816.5375	n/a
829.696	834.946	53	2	2	1	0.19	1	0	11.375	1	818.2986	829.696	830.1861	1	831.3233	1.1372	833.1727	834.4060000000002
845.4423	850.6923	54	2	2	2	0.46	0	0	10.5	1	834.928	845.4423	845.9421	1	846.6560000000002	0.7138899999999999	848.9247	n/a
860.3054	865.5554	55	3	2	1	0.07	0	1	9.625	0	850.6754	860.3054	860.822	0	861.7914	0.96944	863.8044	n/a
876.9515	882.2015	56	3	2	2	0.55	1	0	11.375	1	865.5585	876.9515	877.455	1	878.3349	0.87982	880.4248	881.663
891.8209	897.0709	57	2	2	3	0.67	1	1	9.625	1	882.1835	891.8209	892.3312	1	893.1026	0.77136	895.3079	896.5424
908.456	913.706	58	2	2	1	0.25	0	0	11.375	1	897.06	908.456	908.9606	1	910.3261	1.3655	911.9264	n/a
924.207	929.457	59	3	2	1	0.28	1	0	10.5	1	913.6783	924.207	924.7073	1	926.5334	1.8261	927.6895	928.9213
939.0869	944.3369	60	1	2	1	0.32	0	1	9.625	0	929.4392	939.0869	939.5904	1	940.5169	0.92655	942.5603	n/a
954.8238	960.0738	61	3	2	3	0.68	1	1	10.5	1	944.3188	954.8238	955.3419	1	956.5408	1.1989	958.3155	959.5535
970.5961	975.8461	62	1	2	1	0.07	0	1	10.5	0	960.0652	970.5961	971.096	0	972.116	1.02	974.0618	n/a
987.2263	992.4763	63	2	2	2	0.54	1	0	11.375	0	975.828	987.2263	987.7269	1	988.6515	0.92463	990.6968	991.9369
1002.9771	1008.2271	64	2	2	3	0.75	1	0	10.5	0	992.4576	1002.9771	1003.4777	1	1004.1631	0.68543	1006.4541	1007.6892
1017.8516	1023.1016	65	1	2	1	0.23	0	1	9.625	0	1008.2038	1017.8516	1018.344	1	1019.9227	1.5788	1021.334	n/a
1033.6109	1038.8609	66	1	2	2	0.5	0	1	10.5	0	1023.0837	1033.6109	1034.1145	1	1034.8421	0.7276	1037.0814	n/a
1050.2125	1055.4625	67	3	2	1	0.14	1	0	11.375	0	1038.8333	1050.2125	1050.7299	0	1051.7216	0.99169	1053.7097	n/a
1065.1124	1070.3624	68	2	2	1	0.32	0	1	9.625	0	1055.4684	1065.1124	1065.613	1	1066.5134	0.90038	1068.5895	n/a
1081.7366	1086.9866	69	1	2	2	0.45	0	0	11.375	1	1070.3392	1081.7366	1082.2197	1	1083.0966	0.8768799999999999	1085.2189	n/a
1097.4829	1102.7329	70	2	2	2	0.38	1	0	10.5	0	1086.9699	1097.4829	1097.9828	1	1098.9761	0.99332	1100.9687	1102.2053
1112.3647	1117.6147	71	3	2	3	0.76	1	1	9.625	0	1102.7206	1112.3647	1112.8652	1	1113.8881	1.0228	1115.8518	1117.0835
1128.9997	1134.2497	72	1	2	1	0.16	0	0	11.375	0	1117.6037	1128.9997	1129.5003	1	1130.5991	1.0988	1132.4746	n/a
1143.872	1149.122	73	3	3	2	0.39	1	1	9.625	0	1134.2242	1143.872	1144.3719	1	1145.2306	0.85872	1147.3543	1148.5898
1159.6183	1164.8683	74	2	3	1	0.24	1	1	10.5	0	1149.1052	1159.6183	1160.1348	1	1161.5982	1.4634	1163.1039	1164.3442
1176.2477	1181.4977	75	2	3	3	0.86	0	0	11.375	0	1164.856	1176.2477	1176.7525	1	1177.5341	0.7816	1179.7391	n/a
1191.1351	1196.3851	76	1	3	2	0.56	0	1	9.625	0	1181.491	1191.1351	1191.6356	1	1192.5731	0.93747	1194.6098	n/a
1206.8905	1212.1405	77	3	3	3	0.81	1	1	10.5	0	1196.3596	1206.8905	1207.3904	1	1208.5328	1.1424	1210.3563	1211.5994
1222.6368	1227.8868	78	2	3	3	0.94	0	1	10.5	0	1212.1225	1222.6368	1223.1371	1	1223.8762	0.7390899999999999	1226.1237	n/a
1239.2716	1244.5216	79	2	3	2	0.51	1	0	11.375	1	1227.8756	1239.2716	1239.7722	1	1240.9799	1.2077	1242.7485	1243.9813
1254.146	1259.396	80	3	3	1	0.33	1	1	9.625	0	1244.4982	1254.146	1254.6459	1	1255.6755	1.0296	1257.6283	1258.8597
1270.7754	1276.0254	81	1	3	2	0.42	0	0	11.375	0	1259.3781	1270.7754	1271.2753	1	1271.9869	0.71155	1274.2578	n/a
1286.5238	1291.7738	82	1	3	3	0.69	0	0	10.5	0	1276.0075	1286.5238	1287.0244	1	1288.0986	1.0742	1290.0042	n/a
1302.2746	1307.5246	83	2	3	3	0.72	0	0	10.5	0	1291.7538	1302.2746	1302.7846	1	1303.5459	0.76134	1305.7617	n/a
1318.0143	1323.2643	84	1	3	1	0.12	0	0	10.5	1	1307.5137	1318.0143	1318.5309	0	1319.5692	1.0383	1321.5135	n/a
1333.7772	1339.0272	85	3	3	2	0.55	1	0	10.5	1	1323.2644	1333.7772	1334.2772	1	1335.2889	1.0117	1337.2631	1338.4964
1349.5268	1354.7768	86	1	3	1	0.21	0	0	10.5	1	1339.0151	1349.5268	1350.0441	1	1350.8562	0.81213	1353.0138	n/a
1365.2865	1370.5365	87	3	3	2	0.47	1	0	10.5	0	1354.7659	1365.2865	1365.7948	1	1366.8479	1.0531	1368.7689	1370.0033
1380.1663	1385.4163	88	3	3	1	0.12	1	1	9.625	1	1370.5186	1380.1663	1380.6662	0	1382.1914	1.5252	1383.6488	n/a
1395.9126	1401.1626	89	2	3	1	0.17	1	1	10.5	1	1385.3997	1395.9126	1396.4125	0	1397.6073	1.1947	1399.3984	n/a
1412.5297	1417.7797	90	1	3	2	0.64	0	0	11.375	0	1401.1505	1412.5297	1413.047	1	1413.8625	0.8155100000000001	1416.0245	n/a
1428.2972	1433.5472	91	1	3	1	0.05	0	0	10.5	0	1417.7741	1428.2972	1428.7978	0	1430.062	1.2642	1431.7709	n/a
1443.1514	1448.4014	92	1	3	3	0.85	0	1	9.625	0	1433.5204	1443.1514	1443.6681	1	1444.3335	0.66545	1446.6506	n/a
1458.9145	1464.1645	93	1	3	1	0.29	0	1	10.5	0	1448.4027	1458.9145	1459.4316	1	1460.3570000000002	0.92539	1462.4014	n/a
1475.5494	1480.7994	94	1	3	3	0.77	1	0	11.375	0	1464.1534	1475.5494	1476.05	1	1476.7885	0.73857	1479.0262	1480.2667
1491.3069	1496.5569	95	3	3	1	0.17	1	0	10.5	0	1480.7885	1491.3069	1491.8067	0	1492.804	0.9973	1494.7892	n/a
1506.1867	1511.4367	96	2	3	3	0.78	1	1	9.625	0	1496.5391	1506.1867	1506.6698	1	1507.8761	1.2064	1509.6536	1510.8988
1521.934	1527.184	97	2	3	2	0.43	1	1	10.5	0	1511.4224	1521.934	1522.4346	1	1523.259	0.82439	1525.421	1526.6523
1537.6848	1542.9348	98	3	3	3	0.65	1	1	10.5	0	1527.1731	1537.6848	1538.1959	1	1538.947	0.75105	1541.1719	1542.4053
1554.3198	1559.5698	99	3	3	3	0.73	0	0	11.375	1	1542.9239	1554.3198	1554.8086	1	1556.178	1.3694	1557.7911	n/a
1570.055	1575.305	100	2	3	1	0.3	0	0	10.5	1	1559.5422	1570.055	1570.5547	1	1571.4259	0.87113	1573.5541	n/a
1585.8046	1591.0546	101	1	3	3	0.9	0	0	10.5	0	1575.3037	1585.8046	1586.3052	1	1587.1132	0.80804	1589.3003	n/a
1600.6877	1605.9377	102	3	3	1	0.26	1	1	9.625	1	1591.0604	1600.6877	1601.181	0	1602.2247	1.0436	1604.1801	n/a
1616.4441	1621.6941	103	1	3	2	0.48	0	1	10.5	1	1605.9298	1616.4441	1616.939	1	1617.7923	0.85325	1619.9264	n/a
1633.0568	1638.3068	104	2	3	1	0.08	0	0	11.375	0	1621.6775	1633.0568	1633.5574	1	1634.3355	0.7781	1636.5606	n/a
1647.94	1653.19	105	3	3	3	0.9	1	1	9.625	0	1638.3126	1647.94	1648.4405	1	1649.3191	0.8785799999999999	1651.4356	1652.6726
1663.6995	1668.9495	106	2	3	2	0.6	1	1	10.5	1	1653.1854	1663.6995	1664.1995	1	1665.1347	0.93517	1667.1946	1668.4242
1679.4581	1684.7081	107	2	3	2	0.35	0	1	10.5	0	1668.9483	1679.4581	1679.9587	1	1680.7501	0.79135	1682.9451	n/a
1695.2089	1700.4589	108	3	3	2	0.6	1	1	10.5	1	1684.6972	1695.2089	1695.7094	1	1696.5415	0.83211	1698.6959	1699.9301
