onset	duration	Trial	RiskType	TimeType	RewardType	Reward	Shock	Offset	ITI	LeftKey	FixOnset	RiskOnset	RewardOnset	ResponseType	ResponseOnset	ResponseTime	ResultOnset	ShockOnset
10.5598	15.8098	1	1	1	2	0.53	0	0	10.5	0	0.11212	10.5598	11.1268	0	12.945	1.8182	14.027	n/a
25.4078	30.6578	2	2	1	1	0.13	0	1	9.625	0	15.792	25.4078	25.9244	0	26.985	1.0606	28.9072	n/a
42.0561	47.3061	3	2	1	3	0.91	1	0	11.375	1	30.6714	42.0561	42.5813	0	43.9041	1.3228	45.5391	n/a
56.938	62.188	4	3	1	1	0.15	1	1	9.625	1	47.2889	56.938	57.438	0	58.5835	1.1456	60.4143	n/a
72.6864	77.9364	5	1	1	2	0.61	0	1	10.5	0	62.1707	72.6864	73.1778	0	74.9432	1.7654	76.1693	n/a
89.3181	94.5681	6	3	1	1	0.31	1	0	11.375	0	77.9192	89.3181	89.8239	0	90.9583	1.1343	92.7897	n/a
105.0534	110.3034	7	3	1	3	0.79	1	0	10.5	0	94.5508	105.0534	105.5701	0	106.6217	1.0516	108.5495	n/a
120.815	126.065	8	1	1	1	0.1	0	0	10.5	0	110.316	120.815	121.3163	0	122.8294	1.5131	124.2987	n/a
135.6969	140.9469	9	3	1	2	0.58	1	1	9.625	0	126.0482	135.6969	136.1802	0	137.2444	1.0643	139.1799	n/a
152.3286	157.5786	10	3	1	2	0.36	1	0	11.375	1	140.9297	152.3286	152.8253	0	154.0441	1.2189	155.8078	n/a
168.0771	173.3271	11	1	1	3	0.82	0	0	10.5	1	157.5614	168.0771	168.5714	1	170.1152	1.5438	171.5599	n/a
183.8344	189.0844	12	3	1	1	0.22	1	0	10.5	1	173.3098	183.8344	184.3255	0	185.4587	1.1332	187.3168	n/a
199.5806	204.8306	13	3	1	3	0.87	0	0	10.5	1	189.0664	199.5806	200.0738	0	201.3144	1.2406	203.063	n/a
215.3268	220.5768	14	1	1	2	0.45	0	0	10.5	0	204.8126	215.3268	215.8434	0	217.2658	1.4225	218.8092	n/a
230.2065	235.4565	15	2	1	3	0.7	0	1	9.625	0	220.5588	230.2065	230.7064	0	231.8008	1.0944	233.6888	n/a
245.9694	251.2194	16	1	1	1	0.27	0	1	10.5	1	235.4385	245.9694	246.4694	0	248.0486	1.5792	249.4357	n/a
262.5991	267.8491	17	2	1	2	0.4	0	0	11.375	0	251.1855	262.5991	263.0844	0	264.0475	0.9631	266.0673	n/a
278.3448	283.5948	18	1	1	1	0.18	0	0	10.5	1	267.8172	278.3448	278.8495	0	280.3511	1.5015	281.8272	n/a
294.098	299.348	19	1	1	3	0.74	0	0	10.5	0	283.5768	294.098	294.6076	1	295.9748	1.3672	297.5809	n/a
309.8465	315.0965	20	3	1	2	0.52	1	0	10.5	1	299.3308	309.8465	310.3538	0	311.71	1.3562	313.3294	n/a
324.7283	329.9783	21	1	1	1	0.34	0	1	9.625	0	315.0793	324.7283	325.2335	0	326.5812	1.3478	328.1993	n/a
341.3601	346.6101	22	3	1	3	0.7	1	0	11.375	1	329.9611	341.3601	341.86	0	343.0685	1.2085	344.8286	n/a
356.2259	361.4759	23	2	1	2	0.65	0	1	9.625	0	346.5782	356.2259	356.7258	0	357.8604	1.1345	359.7082	n/a
372.857	378.107	24	2	1	2	0.49	1	0	11.375	1	361.458	372.857	373.3569	0	374.3396	0.98268	376.3398	n/a
