onset	duration	Trial	RiskType	TimeType	RewardType	Reward	Shock	Offset	ITI	LeftKey	FixOnset	RiskOnset	RewardOnset	ResponseType	ResponseOnset	ResponseTime	ResultOnset	ShockOnset
10.5742	15.8242	1	1	1	2	0.53	0	0	10.5	0	0.1097	10.5742	11.1245	1	13.0659	1.9414	14.0414	n/a
25.421	30.671	2	2	1	1	0.13	0	1	9.625	0	15.7896	25.421	25.9213	1	27.7291	1.8079	28.906	n/a
42.0503	47.3003	3	2	1	3	0.91	1	0	11.375	1	30.6695	42.0503	42.5744	1	43.8809	1.3065	45.5327	46.7722
56.9369	62.1869	4	3	1	1	0.15	1	1	9.625	1	47.2824	56.9369	57.4367	0	59.0721	1.6354	60.4126	n/a
72.6942	77.9442	5	1	1	2	0.61	0	1	10.5	0	62.1723	72.6942	73.1945	1	74.4481	1.2536	76.1624	n/a
89.3062	94.5562	6	3	1	1	0.31	1	0	11.375	0	77.9134	89.3062	89.8061	0	92.064	2.2578	92.7887	n/a
105.0693	110.3193	7	3	1	3	0.79	1	0	10.5	0	94.5382	105.0693	105.5692	1	106.759	1.1899	108.545	109.7811
120.8178	126.0678	8	1	1	1	0.1	0	0	10.5	0	110.318	120.8178	121.3181	1	122.6628	1.3447	124.3027	n/a
135.6956	140.9456	9	3	1	2	0.58	1	1	9.625	0	126.0537	135.6956	136.1955	1	137.1826	0.98705	139.1781	140.4118
152.3252	157.5752	10	3	1	2	0.36	1	0	11.375	1	140.9277	152.3252	152.8251	1	154.6225	1.7974	155.8075	157.04
168.0744	173.3244	11	1	1	3	0.82	0	0	10.5	1	157.5572	168.0744	168.5747	1	169.7897	1.2151	171.5592	n/a
183.8346	189.0846	12	3	1	1	0.22	1	0	10.5	1	173.3102	183.8346	184.3346	1	185.8217	1.4871	187.317	188.5473
199.5899	204.8399	13	3	1	3	0.87	0	0	10.5	1	189.068	199.5899	200.0901	1	200.8769	0.78673	203.0635	n/a
215.3309	220.5809	14	1	1	2	0.45	0	0	10.5	0	204.8132	215.3309	215.8312	1	216.645	0.81382	218.8159	n/a
230.2216	235.4716	15	2	1	3	0.7	0	1	9.625	0	220.5668	230.2216	230.7218	1	231.5562	0.83439	233.6898	n/a
245.9536	251.2036	16	1	1	1	0.27	0	1	10.5	1	235.4406	245.9536	246.4704	1	247.5481	1.0778	249.4475	n/a
262.6001	267.8501	17	2	1	2	0.4	0	0	11.375	0	251.2026	262.6001	263.0999	1	263.9232	0.82329	266.0724	n/a
278.3464	283.5964	18	1	1	1	0.18	0	0	10.5	1	267.8234	278.3464	278.8463	1	280.083	1.2367	281.8302	n/a
294.103	299.353	19	1	1	3	0.74	0	0	10.5	0	283.581	294.103	294.6032	1	295.4347	0.8315	297.5753	n/a
309.8272	315.0772	20	3	1	2	0.52	1	0	10.5	1	299.3248	309.8272	310.3558	1	311.7068	1.351	313.3289	314.5659
324.7358	329.9858	21	1	1	1	0.34	0	1	9.625	0	315.088	324.7358	325.2357	1	327.2585	2.0227	328.2028	n/a
341.3426	346.5926	22	3	1	3	0.7	1	0	11.375	1	329.9679	341.3426	341.8485	n/a	n/a	n/a	344.8312	n/a
356.2334	361.4834	23	2	1	2	0.65	0	1	9.625	0	346.5809	356.2334	356.7337	1	357.6413	0.90758	359.7183	n/a
372.8582	378.1082	24	2	1	2	0.49	1	0	11.375	1	361.4693	372.8582	373.3417	1	374.2894	0.94764	376.3432	377.5766
387.7382	392.9882	25	2	1	2	0.57	0	1	9.625	0	378.0941	387.7382	388.2381	1	388.9126	0.67453	391.2205	n/a
403.49	408.74	26	2	1	1	0.22	1	1	10.5	1	392.9702	403.49	403.9902	1	404.768	0.77773	406.9748	408.2094
420.1148	425.3648	27	1	1	2	0.4	1	0	11.375	1	408.7258	420.1148	420.6151	1	421.7117	1.0966	423.5997	424.8366
435.8772	441.1272	28	2	1	1	0.27	1	0	10.5	1	425.3507	435.8772	436.3604	1	437.2474	0.8870299999999999	439.3597	440.5902
451.6303	456.8803	29	1	1	3	0.88	0	0	10.5	1	441.1092	451.6303	452.1306	1	453.287	1.1564	455.1059	n/a
466.5042	471.7542	30	3	1	1	0.09	1	1	9.625	0	456.8557	466.5042	467.0045	0	468.6948	1.6903	469.9892	n/a
482.262	487.512	31	3	1	2	0.44	1	1	10.5	1	471.7401	482.262	482.7498	1	483.9503	1.2005	485.7325	486.9728
498.8868	504.1368	32	3	1	3	0.95	1	0	11.375	0	487.482	498.8868	499.3871	1	500.6851	1.2981	502.3619	503.601
514.6445	519.8945	33	2	1	3	0.75	1	0	10.5	1	504.1227	514.6445	515.1448	1	516.1817	1.0368	518.1127	519.3545
530.389	535.639	34	2	1	1	0.06	1	0	10.5	0	519.8746	530.389	530.8889	1	531.6772	0.78833	533.8713	535.1079
545.2763	550.5263	35	2	1	3	0.83	0	1	9.625	0	535.6215	545.2763	545.7765	1	546.805	1.0284	548.7513	n/a
561.0173	566.2673	36	1	1	3	0.66	0	1	10.5	1	550.501	561.0173	561.5176	1	562.4284	0.91073	564.5022	n/a
576.7784	582.0284	37	3	2	3	0.84	1	1	10.5	1	566.2533	576.7784	577.2783	1	578.4206	1.1423	580.2609	581.4921
592.5328	597.7828	38	1	2	3	0.93	0	1	10.5	0	582.0109	592.5328	593.0331	n/a	n/a	n/a	596.0072	n/a
609.1577	614.4077	39	3	2	1	0.2	1	0	11.375	1	597.7569	609.1577	609.6579	1	610.7873	1.1293	612.6368	613.8725
624.0343	629.2843	40	3	2	2	0.41	1	1	9.625	1	614.3935	624.0343	624.5342	1	625.6272	1.093	627.5166	628.7519
